报告年份,原始文件,年度文件内行号,段内对齐序号,全局对齐序号,中文,英文,中文句数,英文句数,对齐类型,对齐成本,中文字符数,英文词数,英中长度比例,是否需要人工复核,问题类型,清洗说明,原始中文,原始英文,中文清洗动作,英文清洗动作
2025,02_report_2025.csv,47,9,247,推进智慧海关建设与合作，提升通关便利化水平。,We will promote Smart Customs development and cooperation to further simplify customs clearance procedures.,1,1,1-1,0.2506,22,14,0.6364,False,,无需自动清洗 | 无需自动清洗,推进智慧海关建设与合作，提升通关便利化水平。,We will promote Smart Customs development and cooperation to further simplify customs clearance procedures.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,48,1,248,大力鼓励外商投资。,We will vigorously encourage foreign investment.,1,1,1-1,0.2,9,6,0.6667,False,,无需自动清洗 | 无需自动清洗,大力鼓励外商投资。,We will vigorously encourage foreign investment.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,48,2,249,推进服务业扩大开放综合试点示范，推动互联网、文化等领域有序开放，扩大电信、医疗、教育等领域开放试点。,"We will promote comprehensive trials and demonstrations for expanding opening up of the service sector. We will open internet-related, cultural, and other sectors in a well-regulated way and expand trials to open sectors such as telecommunications, medical services, and education.",1,2,1-2,0.1676,50,40,0.8,False,,无需自动清洗 | 无需自动清洗,推进服务业扩大开放综合试点示范，推动互联网、文化等领域有序开放，扩大电信、医疗、教育等领域开放试点。,"We will promote comprehensive trials and demonstrations for expanding opening up of the service sector. We will open internet-related, cultural, and other sectors in a well-regulated way and expand trials to open sectors such as telecommunications, medical services, and education.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,48,3,250,鼓励外国投资者扩大再投资，支持参与产业链上下游配套协作。,We will encourage foreign investors to increase their reinvestment in China and support them in collaborating with upstream and downstream enterprises in industrial chains.,1,1,1-1,0.0514,28,24,0.8571,False,,无需自动清洗 | 无需自动清洗,鼓励外国投资者扩大再投资，支持参与产业链上下游配套协作。,We will encourage foreign investors to increase their reinvestment in China and support them in collaborating with upstream and downstream enterprises in industrial chains.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,48,4,251,切实保障外资企业在要素获取、资质许可、标准制定、政府采购等方面的国民待遇。,"We will ensure national treatment for foreign-funded enterprises in fields such as access to production factors, license application, standards setting, and government procurement.",1,1,1-1,0.2699,37,23,0.6216,False,,无需自动清洗 | 无需自动清洗,切实保障外资企业在要素获取、资质许可、标准制定、政府采购等方面的国民待遇。,"We will ensure national treatment for foreign-funded enterprises in fields such as access to production factors, license application, standards setting, and government procurement.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,48,5,252,加强外资企业服务保障，加快标志性项目落地，持续打造“投资中国”品牌。,"Foreign investors will receive better services and support, and the launch of landmark investment projects will be expedited. These efforts will help make China a favored destination for foreign investment.",1,2,1-2,0.2304,34,30,0.8824,False,,无需自动清洗 | 无需自动清洗,加强外资企业服务保障，加快标志性项目落地，持续打造“投资中国”品牌。,"Foreign investors will receive better services and support, and the launch of landmark investment projects will be expedited. These efforts will help make China a favored destination for foreign investment.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,48,6,253,推动自贸试验区提质增效和扩大改革任务授权，加紧推进海南自由贸易港核心政策落地，完善经开区开放发展政策，促进综合保税区转型升级。,"We will enhance the quality and performance of pilot free trade zones and grant them more powers to pursue reforms. We will step up the implementation of core policies for the Hainan Free Trade Port, improve opening up and development policies for economic development zones, and promote the transformation and upgrading of integrated bonded areas.",1,2,1-2,0.2197,63,55,0.873,False,,无需自动清洗 | 无需自动清洗,推动自贸试验区提质增效和扩大改革任务授权，加紧推进海南自由贸易港核心政策落地，完善经开区开放发展政策，促进综合保税区转型升级。,"We will enhance the quality and performance of pilot free trade zones and grant them more powers to pursue reforms. We will step up the implementation of core policies for the Hainan Free Trade Port, improve opening up and development policies for economic development zones, and promote the transformation and upgrading of integrated bonded areas.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,48,7,254,持续营造市场化、法治化、国际化一流营商环境，让外资企业更好发展。,"We will keep working to foster a first-rate business environment that is market-oriented, law-based, and internationalized, thus enabling foreign-funded enterprises to achieve even greater business success in China.",1,1,1-1,0.072,32,28,0.875,False,,无需自动清洗 | 无需自动清洗,持续营造市场化、法治化、国际化一流营商环境，让外资企业更好发展。,"We will keep working to foster a first-rate business environment that is market-oriented, law-based, and internationalized, thus enabling foreign-funded enterprises to achieve even greater business success in China.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,49,1,255,推动高质量共建“一带一路”走深走实。,We will strive for solid progress in pursuing high-quality Belt and Road cooperation.,1,1,1-1,0.0138,18,13,0.7222,False,,无需自动清洗 | 无需自动清洗,推动高质量共建“一带一路”走深走实。,We will strive for solid progress in pursuing high-quality Belt and Road cooperation.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,49,2,256,统筹推进重大标志性工程和“小而美”民生项目建设，形成一批示范性合作成果。保障中欧班列稳定畅通运行，加快西部陆海新通道建设。,"We will advance both major signature projects and ""small and beautiful” public wellbeing projects and produce a number of exemplary cooperative project deliverables. We will ensure the stable and smooth operation of China-Europe freight trains and accelerate the development of the New International Land-Sea Trade Corridor.",2,2,2-2,0.3294,61,46,0.7541,False,,无需自动清洗 | 无需自动清洗,统筹推进重大标志性工程和“小而美”民生项目建设，形成一批示范性合作成果。保障中欧班列稳定畅通运行，加快西部陆海新通道建设。,"We will advance both major signature projects and ""small and beautiful” public wellbeing projects and produce a number of exemplary cooperative project deliverables. We will ensure the stable and smooth operation of China-Europe freight trains and accelerate the development of the New International Land-Sea Trade Corridor.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,49,3,257,引导对外投资健康安全有序发展，强化法律、金融、物流等海外综合服务，优化产业链供应链国际合作布局。,"We will guide the sound, secure, and orderly growth of outbound investment, strengthen comprehensive overseas services, including legal, financial, and logistics support, and improve the layout of international cooperation in industrial and supply chains.",1,1,1-1,0.0333,48,34,0.7083,False,,无需自动清洗 | 无需自动清洗,引导对外投资健康安全有序发展，强化法律、金融、物流等海外综合服务，优化产业链供应链国际合作布局。,"We will guide the sound, secure, and orderly growth of outbound investment, strengthen comprehensive overseas services, including legal, financial, and logistics support, and improve the layout of international cooperation in industrial and supply chains.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,50,1,258,深化多双边和区域经济合作。,"We will deepen multilateral, bilateral, and regional economic cooperation.",1,1,1-1,0.1734,13,9,0.6923,False,,无需自动清洗 | 无需自动清洗,深化多双边和区域经济合作。,"We will deepen multilateral, bilateral, and regional economic cooperation.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,50,2,259,持续扩大面向全球的高标准自由贸易区网络，推动签署中国－东盟自贸区3.0版升级协定，积极推动加入《数字经济伙伴关系协定》和《全面与进步跨太平洋伙伴关系协定》进程。,We will continue to expand our globally-oriented network of high-standard free trade areas. We will work for the signing of the China-ASEAN Free Trade Area 3.0 Upgrade Protocol and speed up the process of seeking to join the Digital Economy Partnership Agreement and the Comprehensive and Progressive Agreement for Trans-Pacific Partnership.,1,2,1-2,0.2211,80,50,0.625,False,,无需自动清洗 | 无需自动清洗,持续扩大面向全球的高标准自由贸易区网络，推动签署中国－东盟自贸区3.0版升级协定，积极推动加入《数字经济伙伴关系协定》和《全面与进步跨太平洋伙伴关系协定》进程。,We will continue to expand our globally-oriented network of high-standard free trade areas. We will work for the signing of the China-ASEAN Free Trade Area 3.0 Upgrade Protocol and speed up the process of seeking to join the Digital Economy Partnership Agreement and the Comprehensive and Progressive Agreement for Trans-Pacific Partnership.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,50,3,260,坚定维护以世界贸易组织为核心的多边贸易体制，扩大同各国利益的汇合点，促进共同发展。,"We will resolutely safeguard the WTO-centered multilateral trading system, broaden converging interests with other countries, and promote shared development.",1,1,1-1,0.228,41,19,0.4634,False,,无需自动清洗 | 无需自动清洗,坚定维护以世界贸易组织为核心的多边贸易体制，扩大同各国利益的汇合点，促进共同发展。,"We will resolutely safeguard the WTO-centered multilateral trading system, broaden converging interests with other countries, and promote shared development.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,51,1,261,（六）有效防范化解重点领域风险，牢牢守住不发生系统性风险底线。更好统筹发展和安全，坚持在发展中逐步化解风险，努力实现高质量发展和高水平安全的良性互动。,"6. Effectively preventing and defusing risks in key areas and ensuring that no systemic risks arise To ensure both development and security, we will continue to defuse risks step by step in the course of pursuing development and work for positive interactions between high-quality development and greater security.",2,2,2-2,0.3,75,47,0.6267,False,,无需自动清洗 | 无需自动清洗,（六）有效防范化解重点领域风险，牢牢守住不发生系统性风险底线。更好统筹发展和安全，坚持在发展中逐步化解风险，努力实现高质量发展和高水平安全的良性互动。,"6. Effectively preventing and defusing risks in key areas and ensuring that no systemic risks arise To ensure both development and security, we will continue to defuse risks step by step in the course of pursuing development and work for positive interactions between high-quality development and greater security.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,52,1,262,持续用力推动房地产市场止跌回稳。因城施策调减限制性措施，加力实施城中村和危旧房改造，充分释放刚性和改善性住房需求潜力。,We will make continued efforts to stem the downturn and restore stability in the real estate market. We will introduce city-specific policies on adjusting or reducing property transaction restrictions.,2,2,2-2,0.845,59,29,0.4915,False,,无需自动清洗 | 无需自动清洗,持续用力推动房地产市场止跌回稳。因城施策调减限制性措施，加力实施城中村和危旧房改造，充分释放刚性和改善性住房需求潜力。,We will make continued efforts to stem the downturn and restore stability in the real estate market. We will introduce city-specific policies on adjusting or reducing property transaction restrictions.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,52,2,263,优化城市空间结构和土地利用方式，合理控制新增房地产用地供应。,We will intensify efforts to redevelop urban villages and renovate old and dilapidated houses. We will fully tap into potential demand for first homes and better housing.,1,2,1-2,0.2099,30,27,0.9,False,,无需自动清洗 | 无需自动清洗,优化城市空间结构和土地利用方式，合理控制新增房地产用地供应。,We will intensify efforts to redevelop urban villages and renovate old and dilapidated houses. We will fully tap into potential demand for first homes and better housing.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,52,3,264,盘活存量用地和商办用房，推进收购存量商品房，在收购主体、价格和用途方面给予城市政府更大自主权。,We will optimize urban spatial structures and land use practices and properly control the supply of new land for real estate projects. We will make good use of existing land resources as well as commercial and office properties and facilitate the purchase of commodity housing stock.,1,2,1-2,0.2938,47,46,0.9787,False,,无需自动清洗 | 无需自动清洗,盘活存量用地和商办用房，推进收购存量商品房，在收购主体、价格和用途方面给予城市政府更大自主权。,We will optimize urban spatial structures and land use practices and properly control the supply of new land for real estate projects. We will make good use of existing land resources as well as commercial and office properties and facilitate the purchase of commodity housing stock.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,52,4,265,拓宽保障性住房再贷款使用范围。发挥房地产融资协调机制作用，继续做好保交房工作，有效防范房企债务违约风险。,"Governments in cities will be granted greater power to determine the types of entities that can make such purchases, the prices of such properties, and the purposes for which they will be used. We will expand the scope for using the relending facility for government-subsidized housing.",2,2,2-2,0.3427,52,46,0.8846,False,,无需自动清洗 | 无需自动清洗,拓宽保障性住房再贷款使用范围。发挥房地产融资协调机制作用，继续做好保交房工作，有效防范房企债务违约风险。,"Governments in cities will be granted greater power to determine the types of entities that can make such purchases, the prices of such properties, and the purposes for which they will be used. We will expand the scope for using the relending facility for government-subsidized housing.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,52,5,266,有序搭建相关基础性制度，加快构建房地产发展新模式。,We will leverage real estate financing coordination mechanisms to ensure timely delivery of housing projects and effectively prevent debt defaults by real estate companies.,1,1,1-1,0.1245,25,24,0.96,False,,无需自动清洗 | 无需自动清洗,有序搭建相关基础性制度，加快构建房地产发展新模式。,We will leverage real estate financing coordination mechanisms to ensure timely delivery of housing projects and effectively prevent debt defaults by real estate companies.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,52,6,267,适应人民群众高品质居住需要，完善标准规范，推动建设安全、舒适、绿色、智慧的“好房子”。,"Foundational systems will be established in a well-ordered way to foster a new development model for the real estate sector. To meet people's demand for high-quality housing, we will improve the standards and regulations on building quality homes that are safe, comfortable, eco-friendly, and smart.",1,2,1-2,0.3607,43,45,1.0465,False,,无需自动清洗 | 无需自动清洗,适应人民群众高品质居住需要，完善标准规范，推动建设安全、舒适、绿色、智慧的“好房子”。,"Foundational systems will be established in a well-ordered way to foster a new development model for the real estate sector. To meet people's demand for high-quality housing, we will improve the standards and regulations on building quality homes that are safe, comfortable, eco-friendly, and smart.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,53,1,268,稳妥化解地方政府债务风险。,We will take prudent steps to defuse local government debt risks.,1,1,1-1,0.0091,13,11,0.8462,False,,无需自动清洗 | 无需自动清洗,稳妥化解地方政府债务风险。,We will take prudent steps to defuse local government debt risks.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,53,2,269,坚持在发展中化债、在化债中发展，完善和落实一揽子化债方案，优化考核和管控措施，动态调整债务高风险地区名单，支持打开新的投资空间。,"We will continue to defuse debt risks in the course of development and pursue development in a debt risk-defused environment. To this end, we will improve and implement a package of measures to defuse debt risks.",1,2,1-2,0.5492,64,36,0.5625,False,,无需自动清洗 | 无需自动清洗,坚持在发展中化债、在化债中发展，完善和落实一揽子化债方案，优化考核和管控措施，动态调整债务高风险地区名单，支持打开新的投资空间。,"We will continue to defuse debt risks in the course of development and pursue development in a debt risk-defused environment. To this end, we will improve and implement a package of measures to defuse debt risks.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,53,3,270,按照科学分类、精准置换的原则，做好地方政府隐性债务置换工作。,We will refine evaluation and control measures and make timely adjustments to the list of localities with high debt risks to support the creation of new space for investment.,1,1,1-1,0.1422,30,29,0.9667,False,,无需自动清洗 | 无需自动清洗,按照科学分类、精准置换的原则，做好地方政府隐性债务置换工作。,We will refine evaluation and control measures and make timely adjustments to the list of localities with high debt risks to support the creation of new space for investment.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,53,4,271,完善政府债务管理制度，坚决遏制违规举债冲动。,Categorized and targeted measures will be taken to effectively replace the hidden debts of local governments. Government debt management will be improved to curb rash borrowing in breach of regulations.,1,2,1-2,0.6363,22,30,1.3636,False,,无需自动清洗 | 无需自动清洗,完善政府债务管理制度，坚决遏制违规举债冲动。,Categorized and targeted measures will be taken to effectively replace the hidden debts of local governments. Government debt management will be improved to curb rash borrowing in breach of regulations.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,53,5,272,加快剥离地方融资平台政府融资功能，推动市场化转型和债务风险化解。,We will move faster to remove government financing functions from local financing platforms and press ahead with market-oriented transformation of these platforms and the defusing of their debt risks.,1,1,1-1,0.0777,32,29,0.9062,False,,无需自动清洗 | 无需自动清洗,加快剥离地方融资平台政府融资功能，推动市场化转型和债务风险化解。,We will move faster to remove government financing functions from local financing platforms and press ahead with market-oriented transformation of these platforms and the defusing of their debt risks.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,54,1,273,积极防范金融领域风险。,We will guard against financial risks.,1,1,1-1,0.2909,11,6,0.5455,False,,无需自动清洗 | 无需自动清洗,积极防范金融领域风险。,We will guard against financial risks.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,54,2,274,按照市场化、法治化原则，一体推进地方中小金融机构风险处置和转型发展，综合采取补充资本金、兼并重组、市场退出等方式分类化解风险。,"We will make coordinated efforts to address risks in small and medium local financial institutions and promote their transformation through market- and law-based means. We will take integrated approaches, including capital replenishment, mergers and reorganizations, and market exit mechanisms, to defuse risks on a categorized basis.",1,2,1-2,0.1508,63,46,0.7302,False,,无需自动清洗 | 无需自动清洗,按照市场化、法治化原则，一体推进地方中小金融机构风险处置和转型发展，综合采取补充资本金、兼并重组、市场退出等方式分类化解风险。,"We will make coordinated efforts to address risks in small and medium local financial institutions and promote their transformation through market- and law-based means. We will take integrated approaches, including capital replenishment, mergers and reorganizations, and market exit mechanisms, to defuse risks on a categorized basis.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,54,3,275,完善中小金融机构功能定位和治理机制，推动实现差异化、内涵式发展。,The functions of small and medium financial institutions and their governance will be refined to facilitate their differentiated development and unlock their full potential.,1,1,1-1,0.0276,32,24,0.75,False,,无需自动清洗 | 无需自动清洗,完善中小金融机构功能定位和治理机制，推动实现差异化、内涵式发展。,The functions of small and medium financial institutions and their governance will be refined to facilitate their differentiated development and unlock their full potential.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,54,4,276,健全金融监管体系，加强跨部门合作，强化央地监管协同，保持对非法金融活动的高压严打态势。,"We will improve the financial regulation system, strengthen cooperation between different departments and coordination between the central and local levels, and maintain a tough stance against illegal financial activities.",1,1,1-1,0.0786,43,29,0.6744,False,,无需自动清洗 | 无需自动清洗,健全金融监管体系，加强跨部门合作，强化央地监管协同，保持对非法金融活动的高压严打态势。,"We will improve the financial regulation system, strengthen cooperation between different departments and coordination between the central and local levels, and maintain a tough stance against illegal financial activities.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,54,5,277,充实存款保险基金、金融稳定保障基金等化险资源。,"We will replenish the deposit insurance fund, the financial stability fund, and other resources that aim to defuse financial risks.",1,1,1-1,0.1755,23,20,0.8696,False,,无需自动清洗 | 无需自动清洗,充实存款保险基金、金融稳定保障基金等化险资源。,"We will replenish the deposit insurance fund, the financial stability fund, and other resources that aim to defuse financial risks.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,54,6,278,完善应对外部风险冲击预案，有效维护金融安全稳定。,We will improve contingency plans for handling external shocks so as to effectively safeguard financial security and stability.,1,1,1-1,0.0276,24,18,0.75,False,,无需自动清洗 | 无需自动清洗,完善应对外部风险冲击预案，有效维护金融安全稳定。,We will improve contingency plans for handling external shocks so as to effectively safeguard financial security and stability.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,55,1,279,（七）着力抓好“三农”工作，深入推进乡村全面振兴。,"7. Making every effort to deliver in work relating to agriculture, rural areas, and rural residents and taking solid steps to advance all-around rural revitalization Continuing to prioritize agricultural and rural development, we will learn from and apply the experience gained from the Green Rural Revival Program in Zhejiang Province and improve supporting systems for strengthening agriculture, benefiting farmers, and enriching rural areas.",1,2,1-2,1.1432,25,62,2.48,False,,无需自动清洗 | 无需自动清洗,（七）着力抓好“三农”工作，深入推进乡村全面振兴。,"7. Making every effort to deliver in work relating to agriculture, rural areas, and rural residents and taking solid steps to advance all-around rural revitalization Continuing to prioritize agricultural and rural development, we will learn from and apply the experience gained from the Green Rural Revival Program in Zhejiang Province and improve supporting systems for strengthening agriculture, benefiting farmers, and enriching rural areas.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,55,2,280,坚持农业农村优先发展，学习运用“千万工程”经验，完善强农惠农富农支持制度，千方百计推动农业增效益、农村增活力、农民增收入。,"We will adopt all means necessary to raise agricultural returns, invigorate rural development, and increase rural incomes.",1,1,1-1,1.1928,61,17,0.2787,False,,无需自动清洗 | 无需自动清洗,坚持农业农村优先发展，学习运用“千万工程”经验，完善强农惠农富农支持制度，千方百计推动农业增效益、农村增活力、农民增收入。,"We will adopt all means necessary to raise agricultural returns, invigorate rural development, and increase rural incomes.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,56,1,281,持续增强粮食等重要农产品稳产保供能力。,We will continue to improve our capacity for ensuring stable production and supply of grains and other major agricultural products.,1,1,1-1,0.0225,19,20,1.0526,False,,无需自动清洗 | 无需自动清洗,持续增强粮食等重要农产品稳产保供能力。,We will continue to improve our capacity for ensuring stable production and supply of grains and other major agricultural products.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,56,2,282,稳定粮食播种面积，主攻单产和品质提升。,"Grain acreage will be kept stable, and more efforts will be put into improving per unit crop yield and the quality of grains.",1,1,1-1,0.1623,19,23,1.2105,False,,无需自动清洗 | 无需自动清洗,稳定粮食播种面积，主攻单产和品质提升。,"Grain acreage will be kept stable, and more efforts will be put into improving per unit crop yield and the quality of grains.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,56,3,283,巩固大豆扩种成果，开发挖掘油料扩产潜力。,We will consolidate the increase in soybean acreage and tap the potential for expanding the cultivation of other oilseed crops.,1,1,1-1,0.0288,20,20,1.0,False,,无需自动清洗 | 无需自动清洗,巩固大豆扩种成果，开发挖掘油料扩产潜力。,We will consolidate the increase in soybean acreage and tap the potential for expanding the cultivation of other oilseed crops.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,56,4,284,推动棉糖胶等稳产提质。扶持畜牧业、渔业稳定发展，支持发展现代设施农业，全方位开发食物资源。,"We will ensure that the output of major agricultural products, such as cotton, sugar crops, and natural rubber, remains stable and their quality improves. We will support the steady growth of the livestock and fishery industries as well as the development of modern protected agriculture and develop food resources in an all-around way.",2,2,2-2,0.4348,45,53,1.1778,False,,无需自动清洗 | 无需自动清洗,推动棉糖胶等稳产提质。扶持畜牧业、渔业稳定发展，支持发展现代设施农业，全方位开发食物资源。,"We will ensure that the output of major agricultural products, such as cotton, sugar crops, and natural rubber, remains stable and their quality improves. We will support the steady growth of the livestock and fishery industries as well as the development of modern protected agriculture and develop food resources in an all-around way.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,56,5,285,严守耕地红线，严格占补平衡管理。高质量推进高标准农田建设、管护、利用，加强农田水利设施和现代化灌区建设，推进退化耕地治理和撂荒地复垦。,"To ensure that the total area of China's farmland remains above the specified red line, we must exercise strict management over the process of offsetting cultivated land that has been put to other uses. We will advance the high-quality development, management, protection, and utilization of high-standard cropland, step up the construction of irrigation and water conservancy facilities and the building of modern irrigation areas, and promote the restoration of degraded arable land and reclamation of abandoned farmland.",2,2,2-2,0.4103,67,77,1.1493,False,,无需自动清洗 | 无需自动清洗,严守耕地红线，严格占补平衡管理。高质量推进高标准农田建设、管护、利用，加强农田水利设施和现代化灌区建设，推进退化耕地治理和撂荒地复垦。,"To ensure that the total area of China's farmland remains above the specified red line, we must exercise strict management over the process of offsetting cultivated land that has been put to other uses. We will advance the high-quality development, management, protection, and utilization of high-standard cropland, step up the construction of irrigation and water conservancy facilities and the building of modern irrigation areas, and promote the restoration of degraded arable land and reclamation of abandoned farmland.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,56,6,286,深入实施种业振兴行动。,Initiatives will be taken to invigorate the seed industry.,1,1,1-1,0.2295,11,9,0.8182,False,,无需自动清洗 | 无需自动清洗,深入实施种业振兴行动。,Initiatives will be taken to invigorate the seed industry.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,56,7,287,加快先进适用农机装备研发应用和农业科技成果大面积推广。,"We will accelerate the R&D and application of advanced, appropriate agricultural machinery and equipment and the large-scale application of advances in agricultural science and technology.",1,1,1-1,0.0665,27,26,0.963,False,,无需自动清洗 | 无需自动清洗,加快先进适用农机装备研发应用和农业科技成果大面积推广。,"We will accelerate the R&D and application of advanced, appropriate agricultural machinery and equipment and the large-scale application of advances in agricultural science and technology.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,56,8,288,综合施策推动粮食等重要农产品价格保持在合理水平。启动中央统筹下的粮食产销区省际横向利益补偿，加大对产粮大县支持，保护种粮农民和粮食主产区积极性。,"We will make comprehensive moves to keep the prices of grains and other major agricultural products at a reasonable level, launch the inter-provincial mechanism for major grain-purchasing areas to compensate major grain-producing areas under the overall planning of the central government, and give greater support to major grain-producing counties, so as to keep farmers and major grain-producing areas motivated.",2,1,2-1,0.3779,72,59,0.8194,False,,无需自动清洗 | 无需自动清洗,综合施策推动粮食等重要农产品价格保持在合理水平。启动中央统筹下的粮食产销区省际横向利益补偿，加大对产粮大县支持，保护种粮农民和粮食主产区积极性。,"We will make comprehensive moves to keep the prices of grains and other major agricultural products at a reasonable level, launch the inter-provincial mechanism for major grain-purchasing areas to compensate major grain-producing areas under the overall planning of the central government, and give greater support to major grain-producing counties, so as to keep farmers and major grain-producing areas motivated.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,56,9,289,各地区都要扛稳保障国家粮食安全责任，共同把饭碗端得更牢。,All localities must shoulder their share of responsibility for ensuring China's food security and make concerted efforts to see that our country's food supply remains firmly in our own hands.,1,1,1-1,0.0402,28,30,1.0714,False,,无需自动清洗 | 无需自动清洗,各地区都要扛稳保障国家粮食安全责任，共同把饭碗端得更牢。,All localities must shoulder their share of responsibility for ensuring China's food security and make concerted efforts to see that our country's food supply remains firmly in our own hands.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,57,1,290,毫不松懈巩固拓展脱贫攻坚成果。,We will keep working to consolidate and build on our achievements in poverty alleviation.,1,1,1-1,0.0207,15,14,0.9333,False,,无需自动清洗 | 无需自动清洗,毫不松懈巩固拓展脱贫攻坚成果。,We will keep working to consolidate and build on our achievements in poverty alleviation.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,57,2,291,提高监测帮扶效能，持续巩固提升“三保障”和饮水安全成果，确保不发生规模性返贫致贫。,"By improving the efficacy of monitoring and assistance, we will build on the progress achieved in ensuring access to compulsory education, basic medical services, safe housing, and safe drinking water for people lifted out of poverty, in order to prevent any large-scale relapse into or occurrence of poverty.",1,1,1-1,0.2059,41,48,1.1707,False,,无需自动清洗 | 无需自动清洗,提高监测帮扶效能，持续巩固提升“三保障”和饮水安全成果，确保不发生规模性返贫致贫。,"By improving the efficacy of monitoring and assistance, we will build on the progress achieved in ensuring access to compulsory education, basic medical services, safe housing, and safe drinking water for people lifted out of poverty, in order to prevent any large-scale relapse into or occurrence of poverty.",无需自动清洗,无需自动清洗
2025,02_report_2025.csv,57,3,292,加强易地搬迁后续扶持，分类推进帮扶产业提质增效，加大就业帮扶力度，扩大以工代赈规模。,Greater follow-up support will be given to people relocated from inhospitable areas and tailored assistance will be provided to improve the performance of local industries. We will also ramp up employment support and expand the scope of work-relief policies.,1,2,1-2,0.1758,42,39,0.9286,False,,无需自动清洗 | 无需自动清洗,加强易地搬迁后续扶持，分类推进帮扶产业提质增效，加大就业帮扶力度，扩大以工代赈规模。,Greater follow-up support will be given to people relocated from inhospitable areas and tailored assistance will be provided to improve the performance of local industries. We will also ramp up employment support and expand the scope of work-relief policies.,无需自动清洗,无需自动清洗
2025,02_report_2025.csv,57,4,293,深化东西部协作、定点帮扶、消费帮扶。健全脱贫攻坚国家投入形成资产的长效管理机制。,We will advance east-west cooperation and targeted assistance and launch initiatives to encourage purchases of products from less developed areas. The long-term mechanisms for managing assets formed with government inputs during poverty alleviation will be improved.,2,2,2-2,0.357,40,36,0.9,False,,无需自动清洗 | 无需自动清洗,深化东西部协作、定点帮扶、消费帮扶。健全脱贫攻坚国家投入形成资产的长效管理机制。,We will advance east-west cooperation and targeted assistance and launch initiatives to encourage purchases of products from less developed areas. The long-term mechanisms for managing assets formed with government inputs during poverty alleviation will be improved.,无需自动清洗,无需自动清洗
