报告年份,原始文件,年度文件内行号,段内对齐序号,全局对齐序号,中文,英文,中文句数,英文句数,对齐类型,对齐成本,中文字符数,英文词数,英中长度比例,是否需要人工复核,问题类型,清洗说明,原始中文,原始英文,中文清洗动作,英文清洗动作
2024,01_report_2024.csv,42,5,200,集成国家战略科技力量、社会创新资源，推进关键核心技术协同攻关，加强颠覆性技术和前沿技术研究。,We will pool our country's strategic scientific and technological strength and non-governmental innovation resources to make breakthroughs in core technologies in key fields and step up research on disruptive and frontier technologies.,1,1,1-1,0.1764,46,32,0.6957,False,,无需自动清洗 | 无需自动清洗,集成国家战略科技力量、社会创新资源，推进关键核心技术协同攻关，加强颠覆性技术和前沿技术研究。,We will pool our country's strategic scientific and technological strength and non-governmental innovation resources to make breakthroughs in core technologies in key fields and step up research on disruptive and frontier technologies.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,42,6,201,完善国家实验室运行管理机制，发挥国际和区域科技创新中心辐射带动作用。,We will improve the running of national laboratories and leverage the leading role of international and regional centers for scientific and technological innovation.,1,1,1-1,0.2044,34,23,0.6765,False,,无需自动清洗 | 无需自动清洗,完善国家实验室运行管理机制，发挥国际和区域科技创新中心辐射带动作用。,We will improve the running of national laboratories and leverage the leading role of international and regional centers for scientific and technological innovation.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,42,7,202,加快重大科技基础设施体系化布局，推进共性技术平台、中试验证平台建设。,We will speed up the systematic planning of major scientific and technological infrastructure and promote the development of generic technology platforms and pilot-scale testing platforms.,1,1,1-1,0.121,34,25,0.7353,False,,无需自动清洗 | 无需自动清洗,加快重大科技基础设施体系化布局，推进共性技术平台、中试验证平台建设。,We will speed up the systematic planning of major scientific and technological infrastructure and promote the development of generic technology platforms and pilot-scale testing platforms.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,42,8,203,强化企业科技创新主体地位，激励企业加大创新投入，深化产学研用结合，支持有实力的企业牵头重大攻关任务。,"We will reinforce the principal role of enterprises in scientific and technological innovation, encourage enterprises to increase investment in innovation, promote closer collaboration between industries, universities, research institutes, and end-users, and support enterprises with distinctive strengths in heading up major R&D projects.",1,1,1-1,0.0356,50,43,0.86,False,,无需自动清洗 | 无需自动清洗,强化企业科技创新主体地位，激励企业加大创新投入，深化产学研用结合，支持有实力的企业牵头重大攻关任务。,"We will reinforce the principal role of enterprises in scientific and technological innovation, encourage enterprises to increase investment in innovation, promote closer collaboration between industries, universities, research institutes, and end-users, and support enterprises with distinctive strengths in heading up major R&D projects.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,42,9,204,加强健康、养老、助残等民生科技研发应用。加快形成支持全面创新的基础制度，深化科技评价、科技奖励、科研项目和经费管理制度改革，健全“揭榜挂帅”机制。,"We will strengthen R&D and application of technologies that promote people's wellbeing in fields such as health, elderly care, and assistance for people with disabilities. We will speed up efforts to establish basic systems for supporting all-around innovation, further reform the appraisal and reward systems for scientific and technological advances and the management system for research projects and funding, and improve the open competition mechanism for selecting the best candidates to lead research projects.",2,2,2-2,0.5135,73,75,1.0274,False,,无需自动清洗 | 无需自动清洗,加强健康、养老、助残等民生科技研发应用。加快形成支持全面创新的基础制度，深化科技评价、科技奖励、科研项目和经费管理制度改革，健全“揭榜挂帅”机制。,"We will strengthen R&D and application of technologies that promote people's wellbeing in fields such as health, elderly care, and assistance for people with disabilities. We will speed up efforts to establish basic systems for supporting all-around innovation, further reform the appraisal and reward systems for scientific and technological advances and the management system for research projects and funding, and improve the open competition mechanism for selecting the best candidates to lead research projects.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,42,10,205,加强知识产权保护，制定促进科技成果转化应用的政策举措。广泛开展科学普及。,We will bolster intellectual property rights protection and formulate policies and measures for better application of scientific and technological advances. Extensive efforts will be made to raise science literacy among the public.,2,2,2-2,0.3687,36,32,0.8889,False,,无需自动清洗 | 无需自动清洗,加强知识产权保护，制定促进科技成果转化应用的政策举措。广泛开展科学普及。,We will bolster intellectual property rights protection and formulate policies and measures for better application of scientific and technological advances. Extensive efforts will be made to raise science literacy among the public.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,42,11,206,培育创新文化，弘扬科学家精神，涵养优良学风。,"We will foster a culture of innovation, champion the spirit of our nation's scientists, and promote fine academic conduct.",1,1,1-1,0.0399,22,19,0.8636,False,,无需自动清洗 | 无需自动清洗,培育创新文化，弘扬科学家精神，涵养优良学风。,"We will foster a culture of innovation, champion the spirit of our nation's scientists, and promote fine academic conduct.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,42,12,207,扩大国际科技交流合作，营造具有全球竞争力的开放创新生态。,We will expand science and technology exchanges and cooperation with other countries and create an open and globally competitive innovation ecosystem.,1,1,1-1,0.1012,28,21,0.75,False,,无需自动清洗 | 无需自动清洗,扩大国际科技交流合作，营造具有全球竞争力的开放创新生态。,We will expand science and technology exchanges and cooperation with other countries and create an open and globally competitive innovation ecosystem.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,43,1,208,全方位培养用好人才。实施更加积极、更加开放、更加有效的人才政策。,"We will develop and make best use of talent in all sectors. We will adopt more active, open, and effective policies on talent.",2,2,2-2,0.4076,32,23,0.7188,False,,无需自动清洗 | 无需自动清洗,全方位培养用好人才。实施更加积极、更加开放、更加有效的人才政策。,"We will develop and make best use of talent in all sectors. We will adopt more active, open, and effective policies on talent.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,43,2,209,推进高水平人才高地和吸引集聚人才平台建设，促进人才区域合理布局和协调发展。,We will develop hubs for high-caliber personnel and platforms for attracting and gathering talent and promote better distribution and balanced development of talent across all regions.,1,1,1-1,0.085,37,26,0.7027,False,,无需自动清洗 | 无需自动清洗,推进高水平人才高地和吸引集聚人才平台建设，促进人才区域合理布局和协调发展。,We will develop hubs for high-caliber personnel and platforms for attracting and gathering talent and promote better distribution and balanced development of talent across all regions.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,43,3,210,加快建设国家战略人才力量，努力培养造就更多一流科技领军人才和创新团队，完善拔尖创新人才发现和培养机制，建设基础研究人才培养平台，打造卓越工程师和高技能人才队伍，加大对青年科技人才支持力度。,"We will speed up efforts to build a contingent of personnel with expertise of strategic importance, cultivate more first-class scientists and innovation teams, and improve mechanisms for identifying and nurturing top-tier innovators. We will develop platforms for fostering basic research talent, train high-performing engineers and highly-skilled workers, and enhance support for young scientists and engineers.",1,2,1-2,0.2481,94,55,0.5851,False,,无需自动清洗 | 无需自动清洗,加快建设国家战略人才力量，努力培养造就更多一流科技领军人才和创新团队，完善拔尖创新人才发现和培养机制，建设基础研究人才培养平台，打造卓越工程师和高技能人才队伍，加大对青年科技人才支持力度。,"We will speed up efforts to build a contingent of personnel with expertise of strategic importance, cultivate more first-class scientists and innovation teams, and improve mechanisms for identifying and nurturing top-tier innovators. We will develop platforms for fostering basic research talent, train high-performing engineers and highly-skilled workers, and enhance support for young scientists and engineers.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,43,4,211,积极推进人才国际交流。,We will actively promote international personnel exchanges.,1,1,1-1,0.0141,11,7,0.6364,False,,无需自动清洗 | 无需自动清洗,积极推进人才国际交流。,We will actively promote international personnel exchanges.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,43,5,212,加快建立以创新价值、能力、贡献为导向的人才评价体系，优化工作生活保障和表彰奖励制度。,"We will accelerate efforts to develop a personnel evaluation system based on innovation-related merit, capability, and contribution and improve systems for rewarding talent and ensuring their work and living conditions.",1,1,1-1,0.1014,42,30,0.7143,False,,无需自动清洗 | 无需自动清洗,加快建立以创新价值、能力、贡献为导向的人才评价体系，优化工作生活保障和表彰奖励制度。,"We will accelerate efforts to develop a personnel evaluation system based on innovation-related merit, capability, and contribution and improve systems for rewarding talent and ensuring their work and living conditions.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,43,6,213,我们要在改善人才发展环境上持续用力，形成人尽其才、各展其能的良好局面。,We will continue efforts to foster a favorable environment for talent development that enables talented people to unleash their full potential.,1,1,1-1,0.073,35,21,0.6,False,,无需自动清洗 | 无需自动清洗,我们要在改善人才发展环境上持续用力，形成人尽其才、各展其能的良好局面。,We will continue efforts to foster a favorable environment for talent development that enables talented people to unleash their full potential.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,44,1,214,（三）着力扩大国内需求，推动经济实现良性循环。把实施扩大内需战略同深化供给侧结构性改革有机结合起来，更好统筹消费和投资，增强对经济增长的拉动作用。,"3. Expanding domestic demand and promoting sound economic flows We will integrate the strategy of expanding domestic demand with efforts to deepen supply-side structural reform and better coordinate consumption and investment, so as to more effectively drive economic growth.",2,2,2-2,0.3,73,38,0.5205,False,,无需自动清洗 | 无需自动清洗,（三）着力扩大国内需求，推动经济实现良性循环。把实施扩大内需战略同深化供给侧结构性改革有机结合起来，更好统筹消费和投资，增强对经济增长的拉动作用。,"3. Expanding domestic demand and promoting sound economic flows We will integrate the strategy of expanding domestic demand with efforts to deepen supply-side structural reform and better coordinate consumption and investment, so as to more effectively drive economic growth.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,45,1,215,促进消费稳定增长。从增加收入、优化供给、减少限制性措施等方面综合施策，激发消费潜能。,"We will promote steady growth in consumer spending. We will take a full range of steps to unlock potential demand by increasing incomes, improving supply, and reducing restrictions.",2,2,2-2,0.3557,42,28,0.6667,False,,无需自动清洗 | 无需自动清洗,促进消费稳定增长。从增加收入、优化供给、减少限制性措施等方面综合施策，激发消费潜能。,"We will promote steady growth in consumer spending. We will take a full range of steps to unlock potential demand by increasing incomes, improving supply, and reducing restrictions.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,45,2,216,培育壮大新型消费，实施数字消费、绿色消费、健康消费促进政策，积极培育智能家居、文娱旅游、体育赛事、国货“潮品”等新的消费增长点。,"We will develop new types of consumption, launch policies to promote digital, environmentally-friendly, and health-related consumption, and foster new areas of consumption growth such as smart homes, entertainment, tourism, sports events, and domestic brands with Chinese design elements.",1,1,1-1,0.1715,64,38,0.5938,False,,无需自动清洗 | 无需自动清洗,培育壮大新型消费，实施数字消费、绿色消费、健康消费促进政策，积极培育智能家居、文娱旅游、体育赛事、国货“潮品”等新的消费增长点。,"We will develop new types of consumption, launch policies to promote digital, environmentally-friendly, and health-related consumption, and foster new areas of consumption growth such as smart homes, entertainment, tourism, sports events, and domestic brands with Chinese design elements.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,45,3,217,稳定和扩大传统消费，鼓励和推动消费品以旧换新，提振智能网联新能源汽车、电子产品等大宗消费。推动养老、育幼、家政等服务扩容提质，支持社会力量提供社区服务。,"While stabilizing and expanding conventional consumption, we will encourage and promote consumer goods trade-in programs and boost spending on intelligent connected new-energy vehicles, electronic products, and other big-ticket items. Efforts will be made to upgrade elderly and child care, housekeeping and other services and make them more accessible, and support will be given to private entities providing community services.",2,2,2-2,0.3966,76,59,0.7763,False,,无需自动清洗 | 无需自动清洗,稳定和扩大传统消费，鼓励和推动消费品以旧换新，提振智能网联新能源汽车、电子产品等大宗消费。推动养老、育幼、家政等服务扩容提质，支持社会力量提供社区服务。,"While stabilizing and expanding conventional consumption, we will encourage and promote consumer goods trade-in programs and boost spending on intelligent connected new-energy vehicles, electronic products, and other big-ticket items. Efforts will be made to upgrade elderly and child care, housekeeping and other services and make them more accessible, and support will be given to private entities providing community services.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,45,4,218,优化消费环境，开展“消费促进年”活动，实施“放心消费行动”，加强消费者权益保护，落实带薪休假制度。,"To improve the consumption environment, we will launch a year-long program to stimulate consumption and roll out a ""worry-free consumption"" initiative. We will strengthen protection of consumer rights and interests and fully implement paid leave.",1,2,1-2,0.1633,49,35,0.7143,False,,无需自动清洗 | 无需自动清洗,优化消费环境，开展“消费促进年”活动，实施“放心消费行动”，加强消费者权益保护，落实带薪休假制度。,"To improve the consumption environment, we will launch a year-long program to stimulate consumption and roll out a ""worry-free consumption"" initiative. We will strengthen protection of consumer rights and interests and fully implement paid leave.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,45,5,219,实施标准提升行动，加快构建适应高质量发展要求的标准体系，推动商品和服务质量不断提高，更好满足人民群众改善生活需要。,An initiative will be launched to upgrade standards and speed up the establishment of a system of standards to facilitate high-quality development. This will ensure steady improvement in the quality of goods and services and meet the people's needs for a better life.,1,2,1-2,0.2179,57,43,0.7544,False,,无需自动清洗 | 无需自动清洗,实施标准提升行动，加快构建适应高质量发展要求的标准体系，推动商品和服务质量不断提高，更好满足人民群众改善生活需要。,An initiative will be launched to upgrade standards and speed up the establishment of a system of standards to facilitate high-quality development. This will ensure steady improvement in the quality of goods and services and meet the people's needs for a better life.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,46,1,220,积极扩大有效投资。,We will work to increase effective investment.,1,1,1-1,0.0189,9,7,0.7778,False,,无需自动清洗 | 无需自动清洗,积极扩大有效投资。,We will work to increase effective investment.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,46,2,221,发挥好政府投资的带动放大效应，重点支持科技创新、新型基础设施、节能减排降碳，加强民生等经济社会薄弱领域补短板，推进防洪排涝抗灾基础设施建设，推动各类生产设备、服务设备更新和技术改造，加快实施“十四五”规划重大工程项目。,"We will fully leverage the stimulating and multiplier effects of government investment, with a focus on supporting major scientific and technological innovation programs, new types of infrastructure, and energy conservation and pollution and carbon reduction initiatives. We will increase efforts to shore up weak links in economic and social development, such as projects for ensuring people's wellbeing.",1,2,1-2,0.5659,109,57,0.5229,False,,无需自动清洗 | 无需自动清洗,发挥好政府投资的带动放大效应，重点支持科技创新、新型基础设施、节能减排降碳，加强民生等经济社会薄弱领域补短板，推进防洪排涝抗灾基础设施建设，推动各类生产设备、服务设备更新和技术改造，加快实施“十四五”规划重大工程项目。,"We will fully leverage the stimulating and multiplier effects of government investment, with a focus on supporting major scientific and technological innovation programs, new types of infrastructure, and energy conservation and pollution and carbon reduction initiatives. We will increase efforts to shore up weak links in economic and social development, such as projects for ensuring people's wellbeing.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,46,3,222,今年中央预算内投资拟安排7000亿元。,"We will build infrastructure for flood prevention, drainage, and disaster response, encourage upgrading and technological transformation of production and service equipment, and accelerate implementation of major projects included in the 14th Five-Year Plan. This year, 700 billion yuan will be earmarked in the central government budget for investment.",1,2,1-2,1.2881,19,47,2.4737,False,,无需自动清洗 | 无需自动清洗,今年中央预算内投资拟安排7000亿元。,"We will build infrastructure for flood prevention, drainage, and disaster response, encourage upgrading and technological transformation of production and service equipment, and accelerate implementation of major projects included in the 14th Five-Year Plan. This year, 700 billion yuan will be earmarked in the central government budget for investment.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,46,4,223,合理扩大地方政府专项债券投向领域和用作资本金范围，额度分配向项目准备充分、投资效率较高的地区倾斜。,We will appropriately expand the range of areas and uses to which funds from the sale of local government special-purpose bonds can be channeled. These funds will be weighted toward regions where projects are well-prepared and investments are more effective.,1,2,1-2,0.1794,49,40,0.8163,False,,无需自动清洗 | 无需自动清洗,合理扩大地方政府专项债券投向领域和用作资本金范围，额度分配向项目准备充分、投资效率较高的地区倾斜。,We will appropriately expand the range of areas and uses to which funds from the sale of local government special-purpose bonds can be channeled. These funds will be weighted toward regions where projects are well-prepared and investments are more effective.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,46,5,224,统筹用好各类资金，防止低效无效投资。,We will ensure all funds are used in a coordinated manner and guard against ineffective and wasteful investments.,1,1,1-1,0.2324,18,18,1.0,False,,无需自动清洗 | 无需自动清洗,统筹用好各类资金，防止低效无效投资。,We will ensure all funds are used in a coordinated manner and guard against ineffective and wasteful investments.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,46,6,225,深化投资审批制度改革。,We will further reform the investment approval system.,1,1,1-1,0.0861,11,8,0.7273,False,,无需自动清洗 | 无需自动清洗,深化投资审批制度改革。,We will further reform the investment approval system.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,46,7,226,着力稳定和扩大民间投资，落实和完善支持政策，实施政府和社会资本合作新机制，鼓励民间资本参与重大项目建设。,We will strive to stabilize and further expand private investment by improving and implementing supporting policies. We will put in place a new mechanism for cooperation between government and private capital to encourage private investment in major projects.,1,2,1-2,0.2313,52,38,0.7308,False,,无需自动清洗 | 无需自动清洗,着力稳定和扩大民间投资，落实和完善支持政策，实施政府和社会资本合作新机制，鼓励民间资本参与重大项目建设。,We will strive to stabilize and further expand private investment by improving and implementing supporting policies. We will put in place a new mechanism for cooperation between government and private capital to encourage private investment in major projects.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,46,8,227,进一步拆除各种藩篱，在更多领域让民间投资进得来、能发展、有作为。,"We will do more to remove various barriers so that private investment can enter, develop, and play its part in more fields.",1,1,1-1,0.1423,32,22,0.6875,False,,无需自动清洗 | 无需自动清洗,进一步拆除各种藩篱，在更多领域让民间投资进得来、能发展、有作为。,"We will do more to remove various barriers so that private investment can enter, develop, and play its part in more fields.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,47,1,228,（四）坚定不移深化改革，增强发展内生动力。,4. Continuing to deepen reform and boosting internal momentum for development We will press ahead with critical reform tasks in key areas and at crucial links.,1,2,1-2,0.725,21,25,1.1905,False,,无需自动清洗 | 无需自动清洗,（四）坚定不移深化改革，增强发展内生动力。,4. Continuing to deepen reform and boosting internal momentum for development We will press ahead with critical reform tasks in key areas and at crucial links.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,47,2,229,推进重点领域和关键环节改革攻坚，充分发挥市场在资源配置中的决定性作用，更好发挥政府作用，营造市场化、法治化、国际化一流营商环境，推动构建高水平社会主义市场经济体制。,"We will see that the market plays the decisive role in the allocation of resources and the government better fulfills its role. We will foster a world-class business environment that is market-oriented, law-based, and internationalized and strive to build a high-standard socialist market economy.",1,2,1-2,0.3719,82,44,0.5366,False,,无需自动清洗 | 无需自动清洗,推进重点领域和关键环节改革攻坚，充分发挥市场在资源配置中的决定性作用，更好发挥政府作用，营造市场化、法治化、国际化一流营商环境，推动构建高水平社会主义市场经济体制。,"We will see that the market plays the decisive role in the allocation of resources and the government better fulfills its role. We will foster a world-class business environment that is market-oriented, law-based, and internationalized and strive to build a high-standard socialist market economy.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,48,1,230,激发各类经营主体活力。,We will work to stimulate the vitality of market entities.,1,1,1-1,0.0888,11,10,0.9091,False,,无需自动清洗 | 无需自动清洗,激发各类经营主体活力。,We will work to stimulate the vitality of market entities.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,48,2,231,国有企业、民营企业、外资企业都是现代化建设的重要力量。,"SOEs, private businesses, and foreign-funded companies all play an important role in China's modernization drive.",1,1,1-1,0.4037,27,15,0.5556,False,,无需自动清洗 | 无需自动清洗,国有企业、民营企业、外资企业都是现代化建设的重要力量。,"SOEs, private businesses, and foreign-funded companies all play an important role in China's modernization drive.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,48,3,232,要不断完善落实“两个毫不动摇”的体制机制，为各类所有制企业创造公平竞争、竞相发展的良好环境。,"We will work unswervingly both to consolidate and develop the public sector and to encourage, support, and guide development of the non-public sector. We will strive to create a sound environment in which enterprises under all forms of ownership can compete and grow on a level playing field.",1,2,1-2,0.3766,46,48,1.0435,False,,无需自动清洗 | 无需自动清洗,要不断完善落实“两个毫不动摇”的体制机制，为各类所有制企业创造公平竞争、竞相发展的良好环境。,"We will work unswervingly both to consolidate and develop the public sector and to encourage, support, and guide development of the non-public sector. We will strive to create a sound environment in which enterprises under all forms of ownership can compete and grow on a level playing field.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,48,4,233,完善中国特色现代企业制度，打造更多世界一流企业。,We will improve the modern corporate system with distinctive Chinese features and cultivate more world-class enterprises.,1,1,1-1,0.2214,24,16,0.6667,False,,无需自动清洗 | 无需自动清洗,完善中国特色现代企业制度，打造更多世界一流企业。,We will improve the modern corporate system with distinctive Chinese features and cultivate more world-class enterprises.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,48,5,234,深入实施国有企业改革深化提升行动，做强做优主业，增强核心功能、提高核心竞争力。,"The initiative to deepen and upgrade SOE reform will be advanced to see that SOEs improve their core business, enhance their core functions, and increase their core competitiveness.",1,1,1-1,0.1473,39,28,0.7179,False,,无需自动清洗 | 无需自动清洗,深入实施国有企业改革深化提升行动，做强做优主业，增强核心功能、提高核心竞争力。,"The initiative to deepen and upgrade SOE reform will be advanced to see that SOEs improve their core business, enhance their core functions, and increase their core competitiveness.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,48,6,235,建立国有经济布局优化和结构调整指引制度。,We will establish a system to provide guidance on improving the layout and adjusting structure of the state-owned sector.,1,1,1-1,0.1328,20,19,0.95,False,,无需自动清洗 | 无需自动清洗,建立国有经济布局优化和结构调整指引制度。,We will establish a system to provide guidance on improving the layout and adjusting structure of the state-owned sector.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,48,7,236,全面落实促进民营经济发展壮大的意见及配套举措，进一步解决市场准入、要素获取、公平执法、权益保护等方面存在的突出问题。,"We will fully implement the guidelines and their supporting measures on promoting the development of the private sector and further address prominent problems concerning market access, access to factors of production, impartial law enforcement, and protection of rights and interests.",1,1,1-1,0.1875,58,40,0.6897,False,,无需自动清洗 | 无需自动清洗,全面落实促进民营经济发展壮大的意见及配套举措，进一步解决市场准入、要素获取、公平执法、权益保护等方面存在的突出问题。,"We will fully implement the guidelines and their supporting measures on promoting the development of the private sector and further address prominent problems concerning market access, access to factors of production, impartial law enforcement, and protection of rights and interests.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,48,8,237,提高民营企业贷款占比、扩大发债融资规模，加强对个体工商户分类帮扶支持。,"The share of loans to private businesses will be increased, and the scale of financing for private businesses raised through bond issuance will be expanded. We will provide more assistance and support to self-employed individuals on a category-by-category basis.",1,2,1-2,0.4676,35,40,1.1429,False,,无需自动清洗 | 无需自动清洗,提高民营企业贷款占比、扩大发债融资规模，加强对个体工商户分类帮扶支持。,"The share of loans to private businesses will be increased, and the scale of financing for private businesses raised through bond issuance will be expanded. We will provide more assistance and support to self-employed individuals on a category-by-category basis.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,48,9,238,实施降低物流成本行动，健全防范化解拖欠企业账款长效机制，坚决查处乱收费、乱罚款、乱摊派。,"We will take steps to reduce logistic costs, improve the long-term mechanism for preventing and settling overdue payments owed to private businesses, and take resolute action to crack down on the imposition of arbitrary charges, fines, and quotas.",1,1,1-1,0.0375,44,38,0.8636,False,,无需自动清洗 | 无需自动清洗,实施降低物流成本行动，健全防范化解拖欠企业账款长效机制，坚决查处乱收费、乱罚款、乱摊派。,"We will take steps to reduce logistic costs, improve the long-term mechanism for preventing and settling overdue payments owed to private businesses, and take resolute action to crack down on the imposition of arbitrary charges, fines, and quotas.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,48,10,239,弘扬优秀企业家精神，积极支持企业家专注创新发展、敢干敢闯敢投、踏踏实实把企业办好。,"We will promote fine entrepreneurial spirit and support entrepreneurs in focusing on innovative development, seizing the initiative to make bold explorations and invest in new operations, and leading their companies to greater success.",1,1,1-1,0.033,41,33,0.8049,False,,无需自动清洗 | 无需自动清洗,弘扬优秀企业家精神，积极支持企业家专注创新发展、敢干敢闯敢投、踏踏实实把企业办好。,"We will promote fine entrepreneurial spirit and support entrepreneurs in focusing on innovative development, seizing the initiative to make bold explorations and invest in new operations, and leading their companies to greater success.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,49,1,240,加快全国统一大市场建设。,We will move faster to build a unified national market.,1,1,1-1,0.1905,12,10,0.8333,False,,无需自动清洗 | 无需自动清洗,加快全国统一大市场建设。,We will move faster to build a unified national market.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,49,2,241,制定全国统一大市场建设标准指引。着力推动产权保护、市场准入、公平竞争、社会信用等方面制度规则统一。,"We will formulate guidance on standards for the development of a unified national market, with a focus on the establishment of unified rules and institutions covering areas such as property rights protection, market access, fair competition, and social credit.",2,1,2-1,0.2946,49,39,0.7959,False,,无需自动清洗 | 无需自动清洗,制定全国统一大市场建设标准指引。着力推动产权保护、市场准入、公平竞争、社会信用等方面制度规则统一。,"We will formulate guidance on standards for the development of a unified national market, with a focus on the establishment of unified rules and institutions covering areas such as property rights protection, market access, fair competition, and social credit.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,49,3,242,深化要素市场化配置综合改革试点。,Comprehensive reform trials for the market-based allocation of production factors will be advanced.,1,1,1-1,0.1652,16,13,0.8125,False,,无需自动清洗 | 无需自动清洗,深化要素市场化配置综合改革试点。,Comprehensive reform trials for the market-based allocation of production factors will be advanced.,无需自动清洗,无需自动清洗
2024,01_report_2024.csv,49,4,243,出台公平竞争审查行政法规，完善重点领域、新兴领域、涉外领域监管规则。,"We will issue administrative regulations for fair competition review and improve regulatory rules covering key areas, emerging fields, and foreign-related domains.",1,1,1-1,0.109,34,21,0.6176,False,,无需自动清洗 | 无需自动清洗,出台公平竞争审查行政法规，完善重点领域、新兴领域、涉外领域监管规则。,"We will issue administrative regulations for fair competition review and improve regulatory rules covering key areas, emerging fields, and foreign-related domains.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,49,5,244,专项治理地方保护、市场分割、招商引资不当竞争等突出问题，加强对招投标市场的规范和管理。,"We will take targeted steps to address prominent problems, such as local protection, market segmentation, and unfair competition in attracting foreign investment, and step up regulation over public bidding.",1,1,1-1,0.0211,43,29,0.6744,False,,无需自动清洗 | 无需自动清洗,专项治理地方保护、市场分割、招商引资不当竞争等突出问题，加强对招投标市场的规范和管理。,"We will take targeted steps to address prominent problems, such as local protection, market segmentation, and unfair competition in attracting foreign investment, and step up regulation over public bidding.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,49,6,245,坚持依法监管，严格落实监管责任，提升监管精准性和有效性，坚决维护公平竞争的市场秩序。,"We will conduct law-based regulation, strictly perform our regulatory functions, and make regulation more targeted and more effective to ensure fair market competition.",1,1,1-1,0.2293,42,23,0.5476,False,,无需自动清洗 | 无需自动清洗,坚持依法监管，严格落实监管责任，提升监管精准性和有效性，坚决维护公平竞争的市场秩序。,"We will conduct law-based regulation, strictly perform our regulatory functions, and make regulation more targeted and more effective to ensure fair market competition.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,50,1,246,推进财税金融等领域改革。,"We will advance fiscal, tax, and financial reforms.",1,1,1-1,0.1805,12,8,0.6667,False,,无需自动清洗 | 无需自动清洗,推进财税金融等领域改革。,"We will advance fiscal, tax, and financial reforms.",无需自动清洗,无需自动清洗
2024,01_report_2024.csv,50,2,247,建设高水平社会主义市场经济体制改革先行区。谋划新一轮财税体制改革，落实金融体制改革部署，加大对高质量发展的财税金融支持。,"We will set up pilot reform zones for building a high-standard socialist market economy and make plans for new reforms for the fiscal and taxation systems. We will implement plans for the reform of the financial system and increase fiscal, tax, and financial support to promote high-quality development.",2,2,2-2,0.3018,60,48,0.8,False,,无需自动清洗 | 无需自动清洗,建设高水平社会主义市场经济体制改革先行区。谋划新一轮财税体制改革，落实金融体制改革部署，加大对高质量发展的财税金融支持。,"We will set up pilot reform zones for building a high-standard socialist market economy and make plans for new reforms for the fiscal and taxation systems. We will implement plans for the reform of the financial system and increase fiscal, tax, and financial support to promote high-quality development.",无需自动清洗,无需自动清洗
