报告年份,原始文件,年度文件内行号,段内对齐序号,全局对齐序号,中文,英文,中文句数,英文句数,对齐类型,对齐成本,中文字符数,英文词数,英中长度比例,是否需要人工复核,问题类型,清洗说明,原始中文,原始英文,中文清洗动作,英文清洗动作
2026,03_report_2026.csv,56,1,232,纵深推进全国统一大市场建设。,We will intensify efforts to build a unified national market.,1,1,1-1,0.0551,14,10,0.7143,False,,无需自动清洗 | 无需自动清洗,纵深推进全国统一大市场建设。,We will intensify efforts to build a unified national market.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,56,2,233,制定全国统一大市场建设条例。,Regulations will be drawn up on developing a unified national market.,1,1,1-1,0.1504,14,11,0.7857,False,,无需自动清洗 | 无需自动清洗,制定全国统一大市场建设条例。,Regulations will be drawn up on developing a unified national market.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,56,3,234,完善统计、财税、考核等制度，规范地方政府经济促进行为，出台地方政府招商引资鼓励和禁止事项清单，规范税收优惠、财政补贴政策。,"We will improve the statistical, fiscal, tax, and evaluation systems, regulate the economic promotion activities of local governments, issue lists of do's and don'ts for local government investment attraction, and better regulate policies on tax breaks and government subsidies.",1,1,1-1,0.0558,61,39,0.6393,False,,无需自动清洗 | 无需自动清洗,完善统计、财税、考核等制度，规范地方政府经济促进行为，出台地方政府招商引资鼓励和禁止事项清单，规范税收优惠、财政补贴政策。,"We will improve the statistical, fiscal, tax, and evaluation systems, regulate the economic promotion activities of local governments, issue lists of do's and don'ts for local government investment attraction, and better regulate policies on tax breaks and government subsidies.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,56,4,235,深化招标投标体制机制改革。,We will advance reform of institutions and mechanisms for public bidding.,1,1,1-1,0.2245,13,11,0.8462,False,,无需自动清洗 | 无需自动清洗,深化招标投标体制机制改革。,We will advance reform of institutions and mechanisms for public bidding.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,56,5,236,加强反垄断、反不正当竞争，强化公平竞争审查刚性约束，综合运用产能调控、标准引领、价格执法、质量监管等手段，深入整治“内卷式”竞争，营造良好市场生态。,"We will address monopolies and unfair competition with greater intensity, enhance the binding force of fair competition review, and thoroughly address rat race competition with a full range of approaches, including production regulation, standard-based guidance, pricing compliance and enforcement, and quality supervision, so as to cultivate a sound market environment.",1,1,1-1,0.0005,74,50,0.6757,False,,无需自动清洗 | 无需自动清洗,加强反垄断、反不正当竞争，强化公平竞争审查刚性约束，综合运用产能调控、标准引领、价格执法、质量监管等手段，深入整治“内卷式”竞争，营造良好市场生态。,"We will address monopolies and unfair competition with greater intensity, enhance the binding force of fair competition review, and thoroughly address rat race competition with a full range of approaches, including production regulation, standard-based guidance, pricing compliance and enforcement, and quality supervision, so as to cultivate a sound market environment.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,56,6,237,深化要素市场化配置综合改革试点，将更多符合条件的地区纳入试点范围。,We will advance comprehensive reform trials for the market-based allocation of production factors and include more eligible localities in the trials.,1,1,1-1,0.0604,33,21,0.6364,False,,无需自动清洗 | 无需自动清洗,深化要素市场化配置综合改革试点，将更多符合条件的地区纳入试点范围。,We will advance comprehensive reform trials for the market-based allocation of production factors and include more eligible localities in the trials.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,56,7,238,深化综合交通运输体系改革，降低全社会物流成本。,We will further reform the integrated transportation system to cut logistics costs throughout society.,1,1,1-1,0.1049,23,14,0.6087,False,,无需自动清洗 | 无需自动清洗,深化综合交通运输体系改革，降低全社会物流成本。,We will further reform the integrated transportation system to cut logistics costs throughout society.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,56,8,239,稳步推进公用事业和公共服务价格改革。,We will also steadily advance pricing reform for public utilities and public services.,1,1,1-1,0.0661,18,13,0.7222,False,,无需自动清洗 | 无需自动清洗,稳步推进公用事业和公共服务价格改革。,We will also steadily advance pricing reform for public utilities and public services.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,57,1,240,推进财税金融体制改革。,"We will reform the fiscal, tax, and financial systems.",1,1,1-1,0.0917,11,9,0.8182,False,,无需自动清洗 | 无需自动清洗,推进财税金融体制改革。,"We will reform the fiscal, tax, and financial systems.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,57,2,241,加大财政资源和预算统筹力度，提高国有资本收益收取比例。,We will better coordinate fiscal resources and budgets and raise the share of state capital gains that are collected by the central government.,1,1,1-1,0.132,27,23,0.8519,False,,无需自动清洗 | 无需自动清洗,加大财政资源和预算统筹力度，提高国有资本收益收取比例。,We will better coordinate fiscal resources and budgets and raise the share of state capital gains that are collected by the central government.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,57,3,242,加强财政科学管理，深化零基预算改革，进一步扩大中央部门试点范围。健全地方税体系，拓展地方税源。,"To promote sound fiscal management, we will advance zero-based budgeting reforms and expand reform trials in central departments. We will improve local tax systems and expand the sources of tax revenue at the local level.",2,2,2-2,0.3024,47,35,0.7447,False,,无需自动清洗 | 无需自动清洗,加强财政科学管理，深化零基预算改革，进一步扩大中央部门试点范围。健全地方税体系，拓展地方税源。,"To promote sound fiscal management, we will advance zero-based budgeting reforms and expand reform trials in central departments. We will improve local tax systems and expand the sources of tax revenue at the local level.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,57,4,243,调整优化消费税征税范围、税率，并推进部分品目征收环节后移。,We will optimize the scope and rate of excise tax and move its collection on some items further down the production-to-consumption chain.,1,1,1-1,0.0606,29,23,0.7931,False,,无需自动清洗 | 无需自动清洗,调整优化消费税征税范围、税率，并推进部分品目征收环节后移。,We will optimize the scope and rate of excise tax and move its collection on some items further down the production-to-consumption chain.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,57,5,244,规范金融机构竞争秩序，深入推进地方中小金融机构减量提质。,We will regulate competition among financial institutions and work to consolidate small and medium local financial institutions and improve their performance.,1,1,1-1,0.0047,28,21,0.75,False,,无需自动清洗 | 无需自动清洗,规范金融机构竞争秩序，深入推进地方中小金融机构减量提质。,We will regulate competition among financial institutions and work to consolidate small and medium local financial institutions and improve their performance.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,57,6,245,持续深化资本市场投融资综合改革，进一步健全中长期资金入市机制，完善投资者保护制度，拓展私募股权和创投基金退出渠道，提高直接融资、股权融资比重。,"We will deepen comprehensive investment and financing reforms in the capital market, improve market entry mechanisms for medium- and long-term capital, refine investor protection schemes, and broaden exit channels for private equity funds and venture capital funds. The share of direct financing and equity financing will be raised.",1,2,1-2,0.2491,71,48,0.6761,False,,无需自动清洗 | 无需自动清洗,持续深化资本市场投融资综合改革，进一步健全中长期资金入市机制，完善投资者保护制度，拓展私募股权和创投基金退出渠道，提高直接融资、股权融资比重。,"We will deepen comprehensive investment and financing reforms in the capital market, improve market entry mechanisms for medium- and long-term capital, refine investor protection schemes, and broaden exit channels for private equity funds and venture capital funds. The share of direct financing and equity financing will be raised.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,58,1,246,充分激发各类经营主体活力。坚持和落实“两个毫不动摇”。,"We will energize all market entities. We will stay committed to both unswervingly consolidating and developing the public sector and unswervingly encouraging, supporting, and guiding the development of the non-public sector.",2,2,2-2,0.6056,27,31,1.1481,False,,无需自动清洗 | 无需自动清洗,充分激发各类经营主体活力。坚持和落实“两个毫不动摇”。,"We will energize all market entities. We will stay committed to both unswervingly consolidating and developing the public sector and unswervingly encouraging, supporting, and guiding the development of the non-public sector.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,58,2,247,制定和实施进一步深化国资国企改革方案，推进国有经济布局优化和结构调整。,We will formulate and implement plans for further deepening SOE and state-capital reform to refine the layout of the state-owned sector and adjust its structure.,1,1,1-1,0.169,35,25,0.7143,False,,无需自动清洗 | 无需自动清洗,制定和实施进一步深化国资国企改革方案，推进国有经济布局优化和结构调整。,We will formulate and implement plans for further deepening SOE and state-capital reform to refine the layout of the state-owned sector and adjust its structure.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,58,3,248,完善民营经济促进法配套法规政策，从法律和制度上保障平等使用生产要素、公平参与市场竞争、有效保护合法权益。,"We will refine supportive regulations and policies for the Private Sector Promotion Law to consolidate the legal and institutional basis for ensuring equal access to production factors, a level playing field for market competition, and effective protection of private economic entities' lawful rights and interests.",1,1,1-1,0.0229,52,45,0.8654,False,,无需自动清洗 | 无需自动清洗,完善民营经济促进法配套法规政策，从法律和制度上保障平等使用生产要素、公平参与市场竞争、有效保护合法权益。,"We will refine supportive regulations and policies for the Private Sector Promotion Law to consolidate the legal and institutional basis for ensuring equal access to production factors, a level playing field for market competition, and effective protection of private economic entities' lawful rights and interests.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,58,4,249,完善中国特色现代企业制度。,We will refine the modern corporate system with distinctive Chinese features.,1,1,1-1,0.0004,13,11,0.8462,False,,无需自动清洗 | 无需自动清洗,完善中国特色现代企业制度。,We will refine the modern corporate system with distinctive Chinese features.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,58,5,250,大力弘扬企业家精神，促进年轻一代企业家健康成长。,We will vigorously promote the entrepreneurial spirit and encourage the healthy growth of a new generation of entrepreneurs.,1,1,1-1,0.1202,24,18,0.75,False,,无需自动清洗 | 无需自动清洗,大力弘扬企业家精神，促进年轻一代企业家健康成长。,We will vigorously promote the entrepreneurial spirit and encourage the healthy growth of a new generation of entrepreneurs.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,58,6,251,推动平台企业和平台内经营者、劳动者共赢发展。,"We will work to achieve win-win outcomes for platform companies, third-party merchants, and gig workers.",1,1,1-1,0.2156,22,15,0.6818,False,,无需自动清洗 | 无需自动清洗,推动平台企业和平台内经营者、劳动者共赢发展。,"We will work to achieve win-win outcomes for platform companies, third-party merchants, and gig workers.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,58,7,252,分型分类精准帮扶个体工商户发展。下更大力气解决拖欠企业账款问题，健全长效机制。,Category-specific and targeted assistance will be provided to self-employed individuals. A stronger push will be made to ensure that overdue payments owed to enterprises are settled and relevant long-term mechanisms will be refined.,2,2,2-2,0.3004,39,33,0.8462,False,,无需自动清洗 | 无需自动清洗,分型分类精准帮扶个体工商户发展。下更大力气解决拖欠企业账款问题，健全长效机制。,Category-specific and targeted assistance will be provided to self-employed individuals. A stronger push will be made to ensure that overdue payments owed to enterprises are settled and relevant long-term mechanisms will be refined.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,58,8,253,持续打造一流营商环境，更好支持企业安心经营、高质量发展。,We will keep working to foster a first-rate business environment and better support enterprises in doing business and pursuing high-quality growth free from undue concern.,1,1,1-1,0.0541,28,25,0.8929,False,,无需自动清洗 | 无需自动清洗,持续打造一流营商环境，更好支持企业安心经营、高质量发展。,We will keep working to foster a first-rate business environment and better support enterprises in doing business and pursuing high-quality growth free from undue concern.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,59,1,254,（五）进一步扩大高水平对外开放。坚持合作共赢，稳步扩大制度型开放，拓展国际循环，以开放促改革促发展。,"5. Expanding high-standard opening up We should continue to pursue mutually beneficial cooperation, steadily expand opening up at the institutional level, and promote broader international economic flows, so as to advance reform and development through opening up.",2,2,2-2,0.3,50,36,0.72,False,,无需自动清洗 | 无需自动清洗,（五）进一步扩大高水平对外开放。坚持合作共赢，稳步扩大制度型开放，拓展国际循环，以开放促改革促发展。,"5. Expanding high-standard opening up We should continue to pursue mutually beneficial cooperation, steadily expand opening up at the institutional level, and promote broader international economic flows, so as to advance reform and development through opening up.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,60,1,255,积极扩大自主开放。,We will open wider to the outside world.,1,1,1-1,0.1639,9,8,0.8889,False,,无需自动清洗 | 无需自动清洗,积极扩大自主开放。,We will open wider to the outside world.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,60,2,256,以服务业为重点扩大市场准入和开放领域，进一步扩大增值电信、生物技术、外商独资医院等领域开放试点，有序扩大数字领域开放，压减跨境服务贸易负面清单。,"We will expand market access and open up more areas, particularly in the service sector. We will further expand opening-up trials for value-added telecom services, biotechnology, wholly foreign-owned hospitals, and other fields, take well-ordered steps to expand opening up in the digital sector, and shorten the negative list for cross-border trade in services.",1,2,1-2,0.1747,72,53,0.7361,False,,无需自动清洗 | 无需自动清洗,以服务业为重点扩大市场准入和开放领域，进一步扩大增值电信、生物技术、外商独资医院等领域开放试点，有序扩大数字领域开放，压减跨境服务贸易负面清单。,"We will expand market access and open up more areas, particularly in the service sector. We will further expand opening-up trials for value-added telecom services, biotechnology, wholly foreign-owned hospitals, and other fields, take well-ordered steps to expand opening up in the digital sector, and shorten the negative list for cross-border trade in services.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,60,3,257,建好国家服务业扩大开放综合示范区。,We will develop national comprehensive demonstration zones for promoting greater openness in the service sector.,1,1,1-1,0.1565,17,15,0.8824,False,,无需自动清洗 | 无需自动清洗,建好国家服务业扩大开放综合示范区。,We will develop national comprehensive demonstration zones for promoting greater openness in the service sector.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,60,4,258,推动商签更多区域和双边贸易投资协定，积极推动加入《数字经济伙伴关系协定》和《全面与进步跨太平洋伙伴关系协定》进程。,We will advance negotiations to conclude more regional and bilateral trade and investment agreements and actively move forward with the process of joining the Digital Economy Partnership Agreement and the Comprehensive and Progressive Agreement for Trans-Pacific Partnership.,1,1,1-1,0.1505,57,37,0.6491,False,,无需自动清洗 | 无需自动清洗,推动商签更多区域和双边贸易投资协定，积极推动加入《数字经济伙伴关系协定》和《全面与进步跨太平洋伙伴关系协定》进程。,We will advance negotiations to conclude more regional and bilateral trade and investment agreements and actively move forward with the process of joining the Digital Economy Partnership Agreement and the Comprehensive and Progressive Agreement for Trans-Pacific Partnership.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,60,5,259,全面深入参与世贸组织改革，维护和发展开放型世界经济。,We will continue to be fully engaged in the reform of the World Trade Organization and safeguard and develop the open world economy.,1,1,1-1,0.159,26,23,0.8846,False,,无需自动清洗 | 无需自动清洗,全面深入参与世贸组织改革，维护和发展开放型世界经济。,We will continue to be fully engaged in the reform of the World Trade Organization and safeguard and develop the open world economy.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,60,6,260,优化自由贸易试验区布局范围、提升创新引领发展能级，扎实推进海南自由贸易港建设。,We will improve the layout and scale of pilot free trade zones to boost their innovation-driven development capacity. We will take solid steps to develop the Hainan Free Trade Port.,1,2,1-2,0.1693,39,30,0.7692,False,,无需自动清洗 | 无需自动清洗,优化自由贸易试验区布局范围、提升创新引领发展能级，扎实推进海南自由贸易港建设。,We will improve the layout and scale of pilot free trade zones to boost their innovation-driven development capacity. We will take solid steps to develop the Hainan Free Trade Port.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,61,1,261,推动外贸稳规模优结构。加大信贷、信保支持，扩大人民币跨境使用。,"We will keep the volume of foreign trade stable and refine its mix. We will step up support for both credit and credit insurance, and expand cross-border use of the RMB.",2,2,2-2,0.6263,31,31,1.0,False,,无需自动清洗 | 无需自动清洗,推动外贸稳规模优结构。加大信贷、信保支持，扩大人民币跨境使用。,"We will keep the volume of foreign trade stable and refine its mix. We will step up support for both credit and credit insurance, and expand cross-border use of the RMB.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,61,2,262,引导企业优化全球市场布局，推进贸易投资一体化、内外贸一体化发展。,We will guide enterprises in optimizing resource allocation on the global market and work for integrated development of trade and investment and of domestic and foreign trade. New trade drivers will be fostered.,1,2,1-2,0.5071,32,33,1.0312,False,,无需自动清洗 | 无需自动清洗,引导企业优化全球市场布局，推进贸易投资一体化、内外贸一体化发展。,We will guide enterprises in optimizing resource allocation on the global market and work for integrated development of trade and investment and of domestic and foreign trade. New trade drivers will be fostered.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,61,3,263,培育壮大贸易发展新动能，推动跨境电商加海外仓模式扩容升级、规范有序发展，加强国际寄递物流体系建设，拓展中间品贸易，发展数字贸易、绿色贸易，提升边境贸易。鼓励支持服务出口。,"We will facilitate the expansion, upgrading, and well-regulated, well-planned growth of the ""cross-border e-commerce plus overseas warehouses"" model, and promote the development of logistics services for international delivery. We will expand trade in intermediate goods, advance digital trade and green trade, and boost border trade.",2,2,2-2,0.6097,85,45,0.5294,False,,无需自动清洗 | 无需自动清洗,培育壮大贸易发展新动能，推动跨境电商加海外仓模式扩容升级、规范有序发展，加强国际寄递物流体系建设，拓展中间品贸易，发展数字贸易、绿色贸易，提升边境贸易。鼓励支持服务出口。,"We will facilitate the expansion, upgrading, and well-regulated, well-planned growth of the ""cross-border e-commerce plus overseas warehouses"" model, and promote the development of logistics services for international delivery. We will expand trade in intermediate goods, advance digital trade and green trade, and boost border trade.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,61,4,264,积极扩大进口，推进贸易平衡发展。提高跨境贸易便利化水平。,"We will encourage and support service exports, boost imports to promote balanced trade, and further facilitate cross-border trade.",2,1,2-1,0.2655,28,18,0.6429,False,,无需自动清洗 | 无需自动清洗,积极扩大进口，推进贸易平衡发展。提高跨境贸易便利化水平。,"We will encourage and support service exports, boost imports to promote balanced trade, and further facilitate cross-border trade.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,62,1,265,扩大双向投资合作。,We will expand two-way investment cooperation.,1,1,1-1,0.2165,9,6,0.6667,False,,无需自动清洗 | 无需自动清洗,扩大双向投资合作。,We will expand two-way investment cooperation.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,62,2,266,深化外商投资促进体制机制改革，保障外资企业国民待遇，实施新版鼓励外商投资产业目录，促进外资境内再投资、扩大本地化生产。,"We will deepen reform of the institutional framework for promoting foreign investment and ensure national treatment for foreign-funded enterprises. A new edition of the Catalog of Encouraged Industries for Foreign Investment will be implemented, and foreign-funded enterprises will be encouraged to reinvest in China and expand production locally.",1,2,1-2,0.1674,59,48,0.8136,False,,无需自动清洗 | 无需自动清洗,深化外商投资促进体制机制改革，保障外资企业国民待遇，实施新版鼓励外商投资产业目录，促进外资境内再投资、扩大本地化生产。,"We will deepen reform of the institutional framework for promoting foreign investment and ensure national treatment for foreign-funded enterprises. A new edition of the Catalog of Encouraged Industries for Foreign Investment will be implemented, and foreign-funded enterprises will be encouraged to reinvest in China and expand production locally.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,62,3,267,加强对外资企业的服务保障，擦亮“投资中国”名片。规范提升各类开发区、园区。,We will enhance services and support for foreign-funded enterprises to make China a favored destination for foreign investment. Development zones and industrial parks of all types will be better regulated and upgraded.,2,2,2-2,0.3438,37,32,0.8649,False,,无需自动清洗 | 无需自动清洗,加强对外资企业的服务保障，擦亮“投资中国”名片。规范提升各类开发区、园区。,We will enhance services and support for foreign-funded enterprises to make China a favored destination for foreign investment. Development zones and industrial parks of all types will be better regulated and upgraded.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,62,4,268,引导产业链供应链合理有序跨境布局，完善海外综合服务体系，加强对外投资风险防控和海外利益保护。,We will guide the overseas distribution of industrial and supply chains in a rational and orderly manner. We will also improve comprehensive overseas services and do more to prevent and control outbound investment risks and protect China's overseas interests.,1,2,1-2,0.1739,46,39,0.8478,False,,无需自动清洗 | 无需自动清洗,引导产业链供应链合理有序跨境布局，完善海外综合服务体系，加强对外投资风险防控和海外利益保护。,We will guide the overseas distribution of industrial and supply chains in a rational and orderly manner. We will also improve comprehensive overseas services and do more to prevent and control outbound investment risks and protect China's overseas interests.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,63,1,269,高质量共建“一带一路”。,We will pursue high-quality Belt and Road cooperation.,1,1,1-1,0.3058,12,8,0.6667,False,,无需自动清洗 | 无需自动清洗,高质量共建“一带一路”。,We will pursue high-quality Belt and Road cooperation.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,63,2,270,加强与共建国家战略对接，做实做细“硬联通”、“软联通”、“心联通”。统筹推进重大标志性工程和“小而美”民生项目建设。,"We will better align our development strategies with those of Belt and Road partner countries and take solid, well-measured steps to promote stronger infrastructure connectivity, greater connectivity on rules and standards, and closer bonds with the people in these countries. Both major signature projects and ""small and beautiful"" public wellbeing projects will be launched.",2,2,2-2,0.3282,58,54,0.931,False,,无需自动清洗 | 无需自动清洗,加强与共建国家战略对接，做实做细“硬联通”、“软联通”、“心联通”。统筹推进重大标志性工程和“小而美”民生项目建设。,"We will better align our development strategies with those of Belt and Road partner countries and take solid, well-measured steps to promote stronger infrastructure connectivity, greater connectivity on rules and standards, and closer bonds with the people in these countries. Both major signature projects and ""small and beautiful"" public wellbeing projects will be launched.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,63,3,271,提升中欧中亚班列发展水平，加快西部陆海新通道建设。深入推进“智慧海关”合作伙伴计划。,"Freight train services between China and Europe and between China and other parts of Asia will be improved, and faster progress will be made in developing the New International Land-Sea Trade Corridor. The Smart Customs cooperation partnership will be advanced.",2,2,2-2,0.3509,42,40,0.9524,False,,无需自动清洗 | 无需自动清洗,提升中欧中亚班列发展水平，加快西部陆海新通道建设。深入推进“智慧海关”合作伙伴计划。,"Freight train services between China and Europe and between China and other parts of Asia will be improved, and faster progress will be made in developing the New International Land-Sea Trade Corridor. The Smart Customs cooperation partnership will be advanced.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,63,4,272,拓展新兴领域务实合作，让合作成果更多惠及各国人民。,We will also expand practical cooperation in emerging fields to deliver more benefits to people in countries along the Belt and Road.,1,1,1-1,0.0281,25,22,0.88,False,,无需自动清洗 | 无需自动清洗,拓展新兴领域务实合作，让合作成果更多惠及各国人民。,We will also expand practical cooperation in emerging fields to deliver more benefits to people in countries along the Belt and Road.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,64,1,273,（六）扎实推进乡村全面振兴。,"6. Advancing all-around rural revitalization Work related to agriculture, rural areas, and rural residents must remain our top priority.",1,2,1-2,0.4824,14,18,1.2857,False,,无需自动清洗 | 无需自动清洗,（六）扎实推进乡村全面振兴。,"6. Advancing all-around rural revitalization Work related to agriculture, rural areas, and rural residents must remain our top priority.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,64,2,274,坚持把“三农”工作作为重中之重，深入学习运用“千万工程”经验，提高强农惠农富农政策效能，进一步夯实农业农村基础、提升发展质效。,"We should continue to learn from and apply best practices from Zhejiang's Green Rural Revival Program to ensure that policies designed to strengthen agriculture, benefit farmers, and boost rural prosperity deliver greater outcomes. This will put our agricultural sector and rural areas on firmer foundations for improving the performance and gains of development.",1,2,1-2,0.2417,63,53,0.8413,False,,无需自动清洗 | 无需自动清洗,坚持把“三农”工作作为重中之重，深入学习运用“千万工程”经验，提高强农惠农富农政策效能，进一步夯实农业农村基础、提升发展质效。,"We should continue to learn from and apply best practices from Zhejiang's Green Rural Revival Program to ensure that policies designed to strengthen agriculture, benefit farmers, and boost rural prosperity deliver greater outcomes. This will put our agricultural sector and rural areas on firmer foundations for improving the performance and gains of development.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,65,1,275,毫不放松抓好粮食生产。,We will keep a firm focus on grain production.,1,1,1-1,0.2172,11,9,0.8182,False,,无需自动清洗 | 无需自动清洗,毫不放松抓好粮食生产。,We will keep a firm focus on grain production.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,65,2,276,坚持产量产能、生产生态、增产增收一起抓，加力实施新一轮千亿斤粮食产能提升行动。,"We will place equal emphasis on output and capacity, production and conservation, and output expansion and income growth. On this basis, we will step up efforts in the latest round of initiatives to raise grain production capacity by 50 million metric tons.",1,2,1-2,0.1834,39,41,1.0513,False,,无需自动清洗 | 无需自动清洗,坚持产量产能、生产生态、增产增收一起抓，加力实施新一轮千亿斤粮食产能提升行动。,"We will place equal emphasis on output and capacity, production and conservation, and output expansion and income growth. On this basis, we will step up efforts in the latest round of initiatives to raise grain production capacity by 50 million metric tons.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,65,3,277,稳定粮油生产，促进良田良种良机良法集成增效，推动大面积单产提高、品种培优、品质提升。,"To keep the output of grain and edible oil stable, we will enhance efficiency through a combination of high-quality land, superior seeds, advanced machinery, and best practices, while also working to boost per-unit yields on large tracts of farmland, foster superior varieties, and improve crop quality.",1,1,1-1,0.0744,42,46,1.0952,False,,无需自动清洗 | 无需自动清洗,稳定粮油生产，促进良田良种良机良法集成增效，推动大面积单产提高、品种培优、品质提升。,"To keep the output of grain and edible oil stable, we will enhance efficiency through a combination of high-quality land, superior seeds, advanced machinery, and best practices, while also working to boost per-unit yields on large tracts of farmland, foster superior varieties, and improve crop quality.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,65,4,278,巩固提升大豆油料产能，推动棉糖胶等稳产提质。,"We will consolidate and enhance production capacity for soybeans and other oilseed crops, and keep the output of cotton, sugar crops, natural rubber, and other agricultural products at stable levels while improving their quality.",1,1,1-1,0.4187,22,34,1.5455,False,,无需自动清洗 | 无需自动清洗,巩固提升大豆油料产能，推动棉糖胶等稳产提质。,"We will consolidate and enhance production capacity for soybeans and other oilseed crops, and keep the output of cotton, sugar crops, natural rubber, and other agricultural products at stable levels while improving their quality.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,65,5,279,坚持农林牧渔并举，增加多元食物供给。,"We will diversify our food supply by advancing crop farming, forestry, animal husbandry, and fisheries in tandem.",1,1,1-1,0.0737,18,17,0.9444,False,,无需自动清洗 | 无需自动清洗,坚持农林牧渔并举，增加多元食物供给。,"We will diversify our food supply by advancing crop farming, forestry, animal husbandry, and fisheries in tandem.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,65,6,280,推进粮食节约减损。,We will work to save grain and reduce grain loss.,1,1,1-1,0.0888,9,10,1.1111,False,,无需自动清洗 | 无需自动清洗,推进粮食节约减损。,We will work to save grain and reduce grain loss.,无需自动清洗,无需自动清洗
2026,03_report_2026.csv,65,7,281,严守耕地红线，严格占补平衡管理，高质量推进高标准农田建设，加强黑土地保护和盐碱地综合利用，做好撂荒地复耕利用。,"We will keep the total area of China's farmland above the specified red line, conduct strict management over the offsetting of cultivated land that has been diverted to non-agricultural uses, and advance the high-quality development of high-standard cropland. We will step up protection of black soil, strengthen comprehensive use of saline and alkaline soils, and ensure effective reclamation and utilization of abandoned farmland.",1,2,1-2,0.2692,55,63,1.1455,False,,无需自动清洗 | 无需自动清洗,严守耕地红线，严格占补平衡管理，高质量推进高标准农田建设，加强黑土地保护和盐碱地综合利用，做好撂荒地复耕利用。,"We will keep the total area of China's farmland above the specified red line, conduct strict management over the offsetting of cultivated land that has been diverted to non-agricultural uses, and advance the high-quality development of high-standard cropland. We will step up protection of black soil, strengthen comprehensive use of saline and alkaline soils, and ensure effective reclamation and utilization of abandoned farmland.",无需自动清洗,无需自动清洗
2026,03_report_2026.csv,65,8,282,制定促进农业保险发展的措施。提高农业综合防灾减灾能力。,"Measures will be worked out to develop agricultural insurance, and the comprehensive capacity of the agricultural sector for disaster prevention and mitigation will be enhanced.",2,1,2-1,0.2435,27,25,0.9259,False,,无需自动清洗 | 无需自动清洗,制定促进农业保险发展的措施。提高农业综合防灾减灾能力。,"Measures will be worked out to develop agricultural insurance, and the comprehensive capacity of the agricultural sector for disaster prevention and mitigation will be enhanced.",无需自动清洗,无需自动清洗
